split	label	method	n_truth_het_sites_in_bed	n_pred_sites_nonzero	n_exact_overlap_sites_phased	pct_truth_sites_phased	hamming_errors	hamming_denominator	hamming_error_rate	switch_errors	switch_denominator	switch_error_rate	phased_site_accuracy_pct	truth_correct_pct	raw_block_n50_bp	median_block_span_bp	phasing_coverage_pct	path
train	chr20_15_20mb	AWPhase_Phase8_PBWT_HMM	6250	5574	5507	0.88112	6	5507	0.0010895224260032686	8	4515	0.0017718715393133999	99.89104775739968	88.016	8201	918	88.112	results/phase7a_windows/chr20_15_20mb_illumina30x_phase7a/truth_eval_phase8pbwt_hmm.metrics.json
train	chr20_15_20mb	AWPhase_Phase8_PBWT_V2_exact_prefix	6250	5577	5510	0.8816	7	5510	0.0012704174228675136	9	4518	0.00199203187250996	99.87295825771325	88.048	10313	748	88.16	results/phase7a_windows/chr20_15_20mb_illumina30x_phase7a/truth_eval_phase8pbwt_v2.metrics.json
train	chr20_15_20mb	AWPhase_Phase8_PBWT_HMM_V2_forward_backward	6250	5603	5536	0.88576	7	5536	0.0012644508670520231	9	4544	0.0019806338028169014	99.8735549132948	88.464	10654	769	88.576	results/phase7a_windows/chr20_15_20mb_illumina30x_phase7a/truth_eval_phase8pbwt_hmm_v2.metrics.json
train	chr20_15_20mb	WhatsHap_Illumina30x	6250	5473	5357	0.85712	125	5357	0.02333395557214859	124	4239	0.029252182118424157	97.66660444278514	83.712	1557	614	85.712	baselines/whatshap/chr20_15_20mb_whatshap_illumina30x/truth_eval.metrics.json
train	chr20_15_20mb	WhatsHap_PacBio_HiFi30x	6250	6360	6240	0.9984	190	6240	0.030448717948717948	41	6227	0.006584229966275896	96.9551282051282	96.8	524822	279858	99.84	baselines/whatshap/chr20_15_20mb_whatshap_pacbio/truth_eval.metrics.json
train	chr20_20_25mb	AWPhase_Phase6C_Rust_WMEC	4378	3115	3083	0.7042028323435359	5	3083	0.001621796951021732	5	2446	0.002044153720359771	99.83782030489783	70.30607583371402	1366	581	70.42028323435359	results/phase7a_windows/chr20_20_25mb_illumina30x_phase7a/truth_eval_phase6c.metrics.json
train	chr20_20_25mb	AWPhase_Phase7A_current	4378	3377	3342	0.7633622658748287	14	3342	0.004189108318372232	15	2705	0.005545286506469501	99.58108916816278	76.01644586569209	4291	845	76.33622658748287	results/phase7a_windows/chr20_20_25mb_illumina30x_phase7a/truth_eval_phase7a.metrics.json
train	chr20_20_25mb	AWPhase_Phase8_PBWT	4378	3813	3773	0.8618090452261307	8	3773	0.0021203286509408957	8	3136	0.002551020408163265	99.78796713490591	85.99817268158976	9123	916	86.18090452261306	results/phase7a_windows/chr20_20_25mb_illumina30x_phase7a/truth_eval_phase8pbwt.metrics.json
train	chr20_20_25mb	AWPhase_Phase8_PBWT_HMM	4378	3814	3774	0.8620374600274098	8	3774	0.0021197668256491787	8	3137	0.002550207204335352	99.78802331743508	86.02101416171767	9123	916	86.20374600274097	results/phase7a_windows/chr20_20_25mb_illumina30x_phase7a/truth_eval_phase8pbwt_hmm.metrics.json
train	chr20_20_25mb	AWPhase_Phase8_PBWT_V2_exact_prefix	4378	3821	3781	0.8636363636363636	9	3781	0.0023803226659613857	10	3144	0.0031806615776081423	99.76196773340386	86.15806304248515	12493	760	86.36363636363636	results/phase7a_windows/chr20_20_25mb_illumina30x_phase7a/truth_eval_phase8pbwt_v2.metrics.json
train	chr20_20_25mb	AWPhase_Phase8_PBWT_HMM_V2_forward_backward	4378	3830	3790	0.8656920968478757	9	3790	0.00237467018469657	10	3153	0.003171582619727244	99.76253298153034	86.36363636363636	12554	775	86.56920968478758	results/phase7a_windows/chr20_20_25mb_illumina30x_phase7a/truth_eval_phase8pbwt_hmm_v2.metrics.json
train	chr20_20_25mb	WhatsHap_Illumina30x	4378	3746	3660	0.8359981726815897	74	3660	0.020218579234972677	56	2958	0.018931710615280595	97.97814207650273	81.90954773869346	1535	584	83.59981726815897	baselines/whatshap/chr20_20_25mb_whatshap_illumina30x/truth_eval.metrics.json
train	chr20_20_25mb	WhatsHap_PacBio_HiFi30x	4378	4470	4371	0.9984010963910461	20	4371	0.004575611988103409	20	4345	0.004602991944764097	99.54243880118966	99.38328003654637	453371	52936	99.84010963910461	baselines/whatshap/chr20_20_25mb_whatshap_pacbio/truth_eval.metrics.json
train	chr20_25_30mb	AWPhase_Phase6C_Rust_WMEC	847	3064	534	0.6304604486422668	2	534	0.003745318352059925	3	383	0.007832898172323759	99.625468164794	62.8099173553719	1637	560	63.04604486422668	results/phase7a_windows/chr20_25_30mb_illumina30x_phase7a/truth_eval_phase6c.metrics.json
train	chr20_25_30mb	AWPhase_Phase7A_current	847	3166	597	0.704840613931523	9	597	0.01507537688442211	8	445	0.017977528089887642	98.49246231155779	69.42148760330579	2585	653	70.4840613931523	results/phase7a_windows/chr20_25_30mb_illumina30x_phase7a/truth_eval_phase7a.metrics.json
train	chr20_25_30mb	AWPhase_Phase8_PBWT	847	3358	697	0.8229043683589138	2	697	0.0028694404591104736	3	545	0.005504587155963303	99.71305595408894	82.0543093270366	6312	642	82.29043683589138	results/phase7a_windows/chr20_25_30mb_illumina30x_phase7a/truth_eval_phase8pbwt.metrics.json
train	chr20_25_30mb	AWPhase_Phase8_PBWT_HMM	847	3358	697	0.8229043683589138	2	697	0.0028694404591104736	3	545	0.005504587155963303	99.71305595408894	82.0543093270366	6312	643	82.29043683589138	results/phase7a_windows/chr20_25_30mb_illumina30x_phase7a/truth_eval_phase8pbwt_hmm.metrics.json
train	chr20_25_30mb	AWPhase_Phase8_PBWT_V2_exact_prefix	847	3358	697	0.8229043683589138	2	697	0.0028694404591104736	3	545	0.005504587155963303	99.71305595408894	82.0543093270366	8535	629	82.29043683589138	results/phase7a_windows/chr20_25_30mb_illumina30x_phase7a/truth_eval_phase8pbwt_v2.metrics.json
train	chr20_25_30mb	AWPhase_Phase8_PBWT_HMM_V2_forward_backward	847	3359	698	0.8240850059031877	2	698	0.0028653295128939827	3	546	0.005494505494505495	99.7134670487106	82.17237308146399	8834	629	82.40850059031877	results/phase7a_windows/chr20_25_30mb_illumina30x_phase7a/truth_eval_phase8pbwt_hmm_v2.metrics.json
train	chr20_25_30mb	WhatsHap_Illumina30x	847	3578	695	0.820543093270366	16	695	0.02302158273381295	21	526	0.039923954372623575	97.6978417266187	80.16528925619835	1761	603	82.0543093270366	baselines/whatshap/chr20_25_30mb_whatshap_illumina30x/truth_eval.metrics.json
train	chr20_25_30mb	WhatsHap_PacBio_HiFi30x	847	4380	845	0.9976387249114522	2	845	0.002366863905325444	4	844	0.004739336492890996	99.76331360946745	99.52774498229043	318372	36533	99.76387249114522	baselines/whatshap/chr20_25_30mb_whatshap_pacbio/truth_eval.metrics.json
train	chr20_30_35mb	AWPhase_Phase6C_Rust_WMEC	2550	2541	1359	0.5329411764705883	12	1359	0.008830022075055188	11	952	0.011554621848739496	99.11699779249447	52.8235294117647	1176	491	53.294117647058826	results/phase7a_windows/chr20_30_35mb_illumina30x_phase7a/truth_eval_phase6c.metrics.json
train	chr20_30_35mb	AWPhase_Phase7A_current	2550	2735	1515	0.5941176470588235	23	1515	0.015181518151815182	24	1108	0.021660649819494584	98.48184818481847	58.509803921568626	4817	687	59.411764705882355	results/phase7a_windows/chr20_30_35mb_illumina30x_phase7a/truth_eval_phase7a.metrics.json
train	chr20_30_35mb	AWPhase_Phase8_PBWT	2550	3136	1788	0.7011764705882353	17	1788	0.009507829977628635	16	1380	0.011594202898550725	99.04921700223713	69.45098039215686	9957	733	70.11764705882354	results/phase7a_windows/chr20_30_35mb_illumina30x_phase7a/truth_eval_phase8pbwt.metrics.json
train	chr20_30_35mb	AWPhase_Phase8_PBWT_HMM	2550	3137	1788	0.7011764705882353	17	1788	0.009507829977628635	16	1380	0.011594202898550725	99.04921700223713	69.45098039215686	9957	733	70.11764705882354	results/phase7a_windows/chr20_30_35mb_illumina30x_phase7a/truth_eval_phase8pbwt_hmm.metrics.json
train	chr20_30_35mb	AWPhase_Phase8_PBWT_V2_exact_prefix	2550	3145	1797	0.7047058823529412	20	1797	0.011129660545353366	17	1389	0.012239020878329733	98.88703394546467	69.68627450980392	15549	670	70.47058823529412	results/phase7a_windows/chr20_30_35mb_illumina30x_phase7a/truth_eval_phase8pbwt_v2.metrics.json
train	chr20_30_35mb	AWPhase_Phase8_PBWT_HMM_V2_forward_backward	2550	3158	1805	0.707843137254902	20	1805	0.0110803324099723	17	1397	0.012168933428775949	98.89196675900277	70.0	15549	681	70.7843137254902	results/phase7a_windows/chr20_30_35mb_illumina30x_phase7a/truth_eval_phase8pbwt_hmm_v2.metrics.json
train	chr20_30_35mb	WhatsHap_Illumina30x	2550	3467	1959	0.768235294117647	109	1959	0.055640632976008166	107	1458	0.07338820301783265	94.43593670239918	72.54901960784314	1503	542	76.82352941176471	baselines/whatshap/chr20_30_35mb_whatshap_illumina30x/truth_eval.metrics.json
train	chr20_30_35mb	WhatsHap_PacBio_HiFi30x	2550	4356	2540	0.996078431372549	124	2540	0.048818897637795275	32	2522	0.012688342585249802	95.11811023622047	94.74509803921569	425491	64815	99.6078431372549	baselines/whatshap/chr20_30_35mb_whatshap_pacbio/truth_eval.metrics.json
train	chr20_35_40mb	AWPhase_Phase6C_Rust_WMEC	4292	2598	2563	0.5971575023299162	7	2563	0.0027311744049941474	5	1894	0.0026399155227032735	99.72688255950058	59.55265610438024	1021	496	59.71575023299161	results/phase7a_windows/chr20_35_40mb_illumina30x_phase7a/truth_eval_phase6c.metrics.json
train	chr20_35_40mb	AWPhase_Phase7A_current	4292	2929	2887	0.6726467847157502	12	2887	0.004156563907170073	10	2218	0.004508566275924256	99.58434360928298	66.98508853681268	4759	736	67.26467847157502	results/phase7a_windows/chr20_35_40mb_illumina30x_phase7a/truth_eval_phase7a.metrics.json
train	chr20_35_40mb	AWPhase_Phase8_PBWT	4292	3471	3419	0.7965983224603914	9	3419	0.0026323486399532025	8	2749	0.0029101491451436886	99.73676513600468	79.45013979496738	9688	806	79.65983224603914	results/phase7a_windows/chr20_35_40mb_illumina30x_phase7a/truth_eval_phase8pbwt.metrics.json
train	chr20_35_40mb	AWPhase_Phase8_PBWT_HMM	4292	3473	3421	0.7970643056849953	9	3421	0.002630809704764689	8	2751	0.0029080334423845873	99.73691902952353	79.49673811742777	9999	815	79.70643056849953	results/phase7a_windows/chr20_35_40mb_illumina30x_phase7a/truth_eval_phase8pbwt_hmm.metrics.json
train	chr20_35_40mb	AWPhase_Phase8_PBWT_V2_exact_prefix	4292	3488	3436	0.8005591798695247	11	3436	0.0032013969732246797	10	2764	0.00361794500723589	99.67986030267754	79.79962721342032	14403	680	80.05591798695247	results/phase7a_windows/chr20_35_40mb_illumina30x_phase7a/truth_eval_phase8pbwt_v2.metrics.json
train	chr20_35_40mb	AWPhase_Phase8_PBWT_HMM_V2_forward_backward	4292	3500	3447	0.8031220876048463	11	3447	0.003191180736872643	10	2775	0.0036036036036036037	99.68088192631274	80.05591798695248	14758	680	80.31220876048462	results/phase7a_windows/chr20_35_40mb_illumina30x_phase7a/truth_eval_phase8pbwt_hmm_v2.metrics.json
train	chr20_35_40mb	WhatsHap_Illumina30x	4292	3527	3436	0.8005591798695247	116	3436	0.033760186263096625	112	2621	0.042731781762686	96.62398137369034	77.35321528424977	1209	521	80.05591798695247	baselines/whatshap/chr20_35_40mb_whatshap_illumina30x/truth_eval.metrics.json
train	chr20_35_40mb	WhatsHap_PacBio_HiFi30x	4292	4398	4283	0.9979030754892824	11	4283	0.0025682932523931824	17	4268	0.003983130271790066	99.74317067476068	99.53401677539608	934286	43498	99.79030754892824	baselines/whatshap/chr20_35_40mb_whatshap_pacbio/truth_eval.metrics.json
train	chr20_40_45mb	AWPhase_Phase6C_Rust_WMEC	2658	1640	1636	0.6155003762227238	13	1636	0.007946210268948655	8	1186	0.006745362563237774	99.20537897310513	61.06094808126411	1145	477	61.550037622272384	results/phase7a_windows/chr20_40_45mb_illumina30x_phase7a/truth_eval_phase6c.metrics.json
train	chr20_40_45mb	AWPhase_Phase7A_current	2658	1858	1853	0.6971407072987208	20	1853	0.010793308148947653	16	1403	0.011404133998574484	98.92066918510524	68.96162528216703	4383	758	69.71407072987209	results/phase7a_windows/chr20_40_45mb_illumina30x_phase7a/truth_eval_phase7a.metrics.json
train	chr20_40_45mb	AWPhase_Phase8_PBWT	2658	2296	2288	0.8607975921745673	17	2288	0.00743006993006993	12	1838	0.006528835690968444	99.25699300699301	85.44018058690745	9606	1041	86.07975921745674	results/phase7a_windows/chr20_40_45mb_illumina30x_phase7a/truth_eval_phase8pbwt.metrics.json
train	chr20_40_45mb	AWPhase_Phase8_PBWT_HMM	2658	2297	2289	0.8611738148984198	17	2289	0.007426823940585408	12	1839	0.0065252854812398045	99.25731760594147	85.47780285929271	9666	1045	86.11738148984199	results/phase7a_windows/chr20_40_45mb_illumina30x_phase7a/truth_eval_phase8pbwt_hmm.metrics.json
train	chr20_40_45mb	AWPhase_Phase8_PBWT_V2_exact_prefix	2658	2306	2298	0.8645598194130926	20	2298	0.008703220191470844	12	1848	0.006493506493506494	99.12967798085292	85.70353649360422	14991	746	86.45598194130926	results/phase7a_windows/chr20_40_45mb_illumina30x_phase7a/truth_eval_phase8pbwt_v2.metrics.json
train	chr20_40_45mb	AWPhase_Phase8_PBWT_HMM_V2_forward_backward	2658	2317	2309	0.8686982693754702	20	2309	0.0086617583369424	12	1859	0.006455083378160301	99.13382416630576	86.11738148984199	14745	750	86.86982693754703	results/phase7a_windows/chr20_40_45mb_illumina30x_phase7a/truth_eval_phase8pbwt_hmm_v2.metrics.json
train	chr20_40_45mb	WhatsHap_Illumina30x	2658	2132	2111	0.7942061700526711	83	2111	0.039317858834675506	71	1593	0.044569993722536096	96.06821411653245	76.2979683972912	1273	505	79.42061700526712	baselines/whatshap/chr20_40_45mb_whatshap_illumina30x/truth_eval.metrics.json
train	chr20_40_45mb	WhatsHap_PacBio_HiFi30x	2658	2679	2650	0.9969902182091799	16	2650	0.0060377358490566035	9	2644	0.00340393343419062	99.39622641509433	99.09706546275395	751780	285719	99.69902182091798	baselines/whatshap/chr20_40_45mb_whatshap_pacbio/truth_eval.metrics.json
train	chr20_45_50mb	AWPhase_Phase6C_Rust_WMEC	5449	3826	3592	0.6592035235823087	13	3592	0.003619153674832962	12	2795	0.004293381037567084	99.6380846325167	65.68177647274729	1285	543	65.92035235823087	results/phase7a_windows/chr20_45_50mb_illumina30x_phase7a/truth_eval_phase6c.metrics.json
train	chr20_45_50mb	AWPhase_Phase7A_current	5449	4090	3856	0.7076527803266655	20	3856	0.005186721991701245	23	3059	0.007518796992481203	99.48132780082987	70.39823820884567	3326	773	70.76527803266654	results/phase7a_windows/chr20_45_50mb_illumina30x_phase7a/truth_eval_phase7a.metrics.json
train	chr20_45_50mb	AWPhase_Phase8_PBWT	5449	4839	4600	0.8441915947880345	15	4600	0.003260869565217391	15	3803	0.003944254535892716	99.67391304347825	84.14387961093779	9335	894	84.41915947880345	results/phase7a_windows/chr20_45_50mb_illumina30x_phase7a/truth_eval_phase8pbwt.metrics.json
train	chr20_45_50mb	AWPhase_Phase8_PBWT_HMM	5449	4843	4604	0.8449256744356762	15	4604	0.003258036490008688	15	3807	0.003940110323089046	99.67419635099914	84.21728757570196	9354	900	84.49256744356762	results/phase7a_windows/chr20_45_50mb_illumina30x_phase7a/truth_eval_phase8pbwt_hmm.metrics.json
train	chr20_45_50mb	AWPhase_Phase8_PBWT_V2_exact_prefix	5449	4860	4621	0.8480455129381538	16	4621	0.0034624540142826226	17	3824	0.00444560669456067	99.65375459857174	84.51091943475866	12073	767	84.80455129381538	results/phase7a_windows/chr20_45_50mb_illumina30x_phase7a/truth_eval_phase8pbwt_v2.metrics.json
train	chr20_45_50mb	AWPhase_Phase8_PBWT_HMM_V2_forward_backward	5449	4888	4649	0.8531840704716461	17	4649	0.0036567003656700365	18	3852	0.004672897196261682	99.634329963433	85.00642319691687	12411	803	85.31840704716461	results/phase7a_windows/chr20_45_50mb_illumina30x_phase7a/truth_eval_phase8pbwt_hmm_v2.metrics.json
train	chr20_45_50mb	WhatsHap_Illumina30x	5449	4979	4668	0.8566709487979446	160	4668	0.03427592116538132	169	3740	0.04518716577540107	96.57240788346186	82.73077628922738	1529	585	85.66709487979446	baselines/whatshap/chr20_45_50mb_whatshap_illumina30x/truth_eval.metrics.json
train	chr20_45_50mb	WhatsHap_PacBio_HiFi30x	5449	5771	5446	0.9994494402642686	31	5446	0.005692251193536541	42	5431	0.007733382434174185	99.43077488064634	99.37603229950449	741143	134550	99.94494402642687	baselines/whatshap/chr20_45_50mb_whatshap_pacbio/truth_eval.metrics.json
train	chr22_15_20mb	AWPhase_Phase6C_Rust_WMEC	3315	5140	2212	0.6672699849170437	7	2212	0.0031645569620253164	8	1720	0.004651162790697674	99.68354430379746	66.51583710407239	1693	590	66.72699849170438	results/phase7a_windows/chr22_15_20mb_illumina30x_phase7a/truth_eval_phase6c.metrics.json
train	chr22_15_20mb	AWPhase_Phase7A_current	3315	5337	2381	0.7182503770739065	19	2381	0.007979840403191937	24	1889	0.01270513499205929	99.2020159596808	71.25188536953243	3154	746	71.82503770739065	results/phase7a_windows/chr22_15_20mb_illumina30x_phase7a/truth_eval_phase7a.metrics.json
train	chr22_15_20mb	AWPhase_Phase8_PBWT	3315	5931	2827	0.8527903469079939	8	2827	0.002829854969932791	9	2334	0.0038560411311053984	99.71701450300672	85.03770739064856	6798	818	85.27903469079939	results/phase7a_windows/chr22_15_20mb_illumina30x_phase7a/truth_eval_phase8pbwt.metrics.json
train	chr22_15_20mb	AWPhase_Phase8_PBWT_HMM	3315	5932	2828	0.8530920060331825	8	2828	0.002828854314002829	9	2335	0.003854389721627409	99.71711456859971	85.06787330316742	6809	818	85.30920060331825	results/phase7a_windows/chr22_15_20mb_illumina30x_phase7a/truth_eval_phase8pbwt_hmm.metrics.json
train	chr22_15_20mb	AWPhase_Phase8_PBWT_V2_exact_prefix	3315	5933	2830	0.8536953242835595	8	2830	0.0028268551236749115	10	2337	0.004278990158322636	99.7173144876325	85.12820512820512	9200	733	85.36953242835595	results/phase7a_windows/chr22_15_20mb_illumina30x_phase7a/truth_eval_phase8pbwt_v2.metrics.json
train	chr22_15_20mb	AWPhase_Phase8_PBWT_HMM_V2_forward_backward	3315	5959	2853	0.860633484162896	9	2853	0.0031545741324921135	11	2360	0.004661016949152543	99.6845425867508	85.7918552036199	9913	757	86.0633484162896	results/phase7a_windows/chr22_15_20mb_illumina30x_phase7a/truth_eval_phase8pbwt_hmm_v2.metrics.json
train	chr22_15_20mb	WhatsHap_Illumina30x	3315	6294	2902	0.8754147812971342	133	2902	0.04583046175051689	113	2326	0.04858125537403268	95.41695382494831	83.52941176470588	2034	644	87.54147812971343	baselines/whatshap/chr22_15_20mb_whatshap_illumina30x/truth_eval.metrics.json
train	chr22_15_20mb	WhatsHap_PacBio_HiFi30x	3315	6845	3312	0.9990950226244344	116	3312	0.035024154589371984	29	3307	0.008769277290595706	96.49758454106279	96.41025641025641	1008703	42401	99.90950226244344	baselines/whatshap/chr22_15_20mb_whatshap_pacbio/truth_eval.metrics.json
train	chr22_20_25mb	AWPhase_Phase6C_Rust_WMEC	4533	4326	3099	0.6836532097948379	11	3099	0.0035495321071313327	13	2472	0.0052588996763754045	99.64504678928687	68.12265607765276	1464	557	68.36532097948378	results/phase7a_windows/chr22_20_25mb_illumina30x_phase7a/truth_eval_phase6c.metrics.json
train	chr22_20_25mb	AWPhase_Phase7A_current	4533	4544	3283	0.7242444297374807	17	3283	0.005178190679256778	20	2656	0.007530120481927711	99.48218093207433	72.04941539819104	3563	681	72.42444297374807	results/phase7a_windows/chr22_20_25mb_illumina30x_phase7a/truth_eval_phase7a.metrics.json
train	chr22_20_25mb	AWPhase_Phase8_PBWT	4533	5217	3824	0.843591440547099	15	3824	0.003922594142259414	20	3196	0.006257822277847309	99.60774058577407	84.02823737039489	8265	826	84.3591440547099	results/phase7a_windows/chr22_20_25mb_illumina30x_phase7a/truth_eval_phase8pbwt.metrics.json
train	chr22_20_25mb	AWPhase_Phase8_PBWT_HMM	4533	5219	3826	0.8440326494595191	15	3826	0.003920543648719289	20	3198	0.006253908692933083	99.60794563512808	84.07235826163688	8267	835	84.4032649459519	results/phase7a_windows/chr22_20_25mb_illumina30x_phase7a/truth_eval_phase8pbwt_hmm.metrics.json
train	chr22_20_25mb	AWPhase_Phase8_PBWT_V2_exact_prefix	4533	5227	3832	0.8453562761967792	16	3832	0.0041753653444676405	22	3204	0.00686641697877653	99.58246346555325	84.18266048974189	11595	667	84.53562761967791	results/phase7a_windows/chr22_20_25mb_illumina30x_phase7a/truth_eval_phase8pbwt_v2.metrics.json
train	chr22_20_25mb	AWPhase_Phase8_PBWT_HMM_V2_forward_backward	4533	5241	3845	0.8482241341275094	17	3845	0.004421326397919376	23	3217	0.007149518184644078	99.55786736020806	84.4473858371939	11622	681	84.82241341275093	results/phase7a_windows/chr22_20_25mb_illumina30x_phase7a/truth_eval_phase8pbwt_hmm_v2.metrics.json
train	chr22_20_25mb	WhatsHap_Illumina30x	4533	5492	3944	0.870063975292301	160	3944	0.04056795131845842	156	3223	0.048402109835556935	95.94320486815415	83.47672622986984	1628	603	87.00639752923009	baselines/whatshap/chr22_20_25mb_whatshap_illumina30x/truth_eval.metrics.json
train	chr22_20_25mb	WhatsHap_PacBio_HiFi30x	4533	6170	4529	0.9991175821751599	505	4529	0.1115036431883418	29	4519	0.006417348971011286	88.84963568116582	88.77123317891021	676255	68453	99.911758217516	baselines/whatshap/chr22_20_25mb_whatshap_pacbio/truth_eval.metrics.json
